"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SANPETE","039","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","59,911","48.1"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SANPETE","039","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, HISPANIC - ACRES OPERATED","TOTAL","NOT SPECIFIED","8,561","88.8"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SANPETE","039","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","297,194","6.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SANPETE","039","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MILITARY SERVICE, ACTIVE DUTY NOW OR IN THE PAST - ACRES OPERATED","TOTAL","NOT SPECIFIED","20,509","28.7"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SANPETE","039","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MULTI-RACE - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SANPETE","039","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, WHITE - ACRES OPERATED","TOTAL","NOT SPECIFIED","293,479","14.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SANPETE","039","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, LT 11 YEARS - ACRES OPERATED","TOTAL","NOT SPECIFIED","36,765","5.3"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SEVIER","041","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE LE 35 - ACRES OPERATED","TOTAL","NOT SPECIFIED","16,826","59.2"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SEVIER","041","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AMERICAN INDIAN OR ALASKA NATIVE - ACRES OPERATED","TOTAL","NOT SPECIFIED","54","2.0"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SEVIER","041","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, ASIAN - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SEVIER","041","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","16,411","48.1"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SEVIER","041","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, HISPANIC - ACRES OPERATED","TOTAL","NOT SPECIFIED","629","88.8"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SEVIER","041","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","106,600","6.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SEVIER","041","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MILITARY SERVICE, ACTIVE DUTY NOW OR IN THE PAST - ACRES OPERATED","TOTAL","NOT SPECIFIED","8,558","28.7"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SEVIER","041","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MULTI-RACE - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SEVIER","041","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER - ACRES OPERATED","TOTAL","NOT SPECIFIED","221","(H)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SEVIER","041","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, WHITE - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","SEVIER","041","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, LT 11 YEARS - ACRES OPERATED","TOTAL","NOT SPECIFIED","17,670","5.3"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","UTAH","049","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE LE 35 - ACRES OPERATED","TOTAL","NOT SPECIFIED","7,457","59.2"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","UTAH","049","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, ASIAN - ACRES OPERATED","TOTAL","NOT SPECIFIED","44","(H)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","UTAH","049","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","58,822","48.1"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","UTAH","049","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, HISPANIC - ACRES OPERATED","TOTAL","NOT SPECIFIED","8,149","88.8"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","UTAH","049","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","295,351","6.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","UTAH","049","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MILITARY SERVICE, ACTIVE DUTY NOW OR IN THE PAST - ACRES OPERATED","TOTAL","NOT SPECIFIED","34,872","28.7"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","UTAH","049","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MULTI-RACE - ACRES OPERATED","TOTAL","NOT SPECIFIED","230","(H)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","UTAH","049","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","UTAH","049","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, WHITE - ACRES OPERATED","TOTAL","NOT SPECIFIED","303,642","14.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","CENTRAL","50","UTAH","049","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, LT 11 YEARS - ACRES OPERATED","TOTAL","NOT SPECIFIED","34,045","5.3"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","CARBON","007","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE LE 35 - ACRES OPERATED","TOTAL","NOT SPECIFIED","12,670","59.2"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","CARBON","007","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","109,521","48.1"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","CARBON","007","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, HISPANIC - ACRES OPERATED","TOTAL","NOT SPECIFIED","65,787","88.8"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","CARBON","007","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","222,862","6.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","CARBON","007","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MILITARY SERVICE, ACTIVE DUTY NOW OR IN THE PAST - ACRES OPERATED","TOTAL","NOT SPECIFIED","24,596","28.7"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","CARBON","007","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MULTI-RACE - ACRES OPERATED","TOTAL","NOT SPECIFIED","63,376","(H)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","CARBON","007","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, WHITE - ACRES OPERATED","TOTAL","NOT SPECIFIED","230,384","14.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","CARBON","007","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, LT 11 YEARS - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DAGGETT","009","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE LE 35 - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DAGGETT","009","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","7,822","48.1"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DAGGETT","009","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","16,476","6.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DAGGETT","009","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MULTI-RACE - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DAGGETT","009","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DAGGETT","009","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, WHITE - ACRES OPERATED","TOTAL","NOT SPECIFIED","17,671","14.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DAGGETT","009","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, LT 11 YEARS - ACRES OPERATED","TOTAL","NOT SPECIFIED","3,511","5.3"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DUCHESNE","013","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE LE 35 - ACRES OPERATED","TOTAL","NOT SPECIFIED","11,476","59.2"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DUCHESNE","013","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AMERICAN INDIAN OR ALASKA NATIVE - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DUCHESNE","013","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, ASIAN - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DUCHESNE","013","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","87,222","48.1"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DUCHESNE","013","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, HISPANIC - ACRES OPERATED","TOTAL","NOT SPECIFIED","3,246","88.8"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DUCHESNE","013","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","1,043,008","6.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DUCHESNE","013","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MILITARY SERVICE, ACTIVE DUTY NOW OR IN THE PAST - ACRES OPERATED","TOTAL","NOT SPECIFIED","30,615","28.7"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DUCHESNE","013","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MULTI-RACE - ACRES OPERATED","TOTAL","NOT SPECIFIED","288","(H)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DUCHESNE","013","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER - ACRES OPERATED","TOTAL","NOT SPECIFIED","2,400","(H)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DUCHESNE","013","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, WHITE - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","DUCHESNE","013","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, LT 11 YEARS - ACRES OPERATED","TOTAL","NOT SPECIFIED","38,143","5.3"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","EMERY","015","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE LE 35 - ACRES OPERATED","TOTAL","NOT SPECIFIED","13,026","59.2"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","EMERY","015","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AMERICAN INDIAN OR ALASKA NATIVE - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","EMERY","015","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","34,336","48.1"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","EMERY","015","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, HISPANIC - ACRES OPERATED","TOTAL","NOT SPECIFIED","152","88.8"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","EMERY","015","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","129,334","6.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","EMERY","015","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MILITARY SERVICE, ACTIVE DUTY NOW OR IN THE PAST - ACRES OPERATED","TOTAL","NOT SPECIFIED","21,879","28.7"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","EMERY","015","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, WHITE - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","EMERY","015","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, LT 11 YEARS - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","GRAND","019","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE LE 35 - ACRES OPERATED","TOTAL","NOT SPECIFIED","5,196","59.2"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","GRAND","019","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AMERICAN INDIAN OR ALASKA NATIVE - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","GRAND","019","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","8,105","48.1"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","GRAND","019","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, HISPANIC - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","GRAND","019","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","230,354","6.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","GRAND","019","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MILITARY SERVICE, ACTIVE DUTY NOW OR IN THE PAST - ACRES OPERATED","TOTAL","NOT SPECIFIED","4,142","28.7"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","GRAND","019","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, WHITE - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","GRAND","019","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, LT 11 YEARS - ACRES OPERATED","TOTAL","NOT SPECIFIED","4,424","5.3"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","SAN JUAN","037","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE LE 35 - ACRES OPERATED","TOTAL","NOT SPECIFIED","17,376","59.2"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","SAN JUAN","037","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AMERICAN INDIAN OR ALASKA NATIVE - ACRES OPERATED","TOTAL","NOT SPECIFIED","1,380,833","2.0"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","SAN JUAN","037","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","182,509","48.1"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","SAN JUAN","037","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, HISPANIC - ACRES OPERATED","TOTAL","NOT SPECIFIED","2,040","88.8"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","SAN JUAN","037","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","1,532,122","6.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","SAN JUAN","037","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MILITARY SERVICE, ACTIVE DUTY NOW OR IN THE PAST - ACRES OPERATED","TOTAL","NOT SPECIFIED","59,247","28.7"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","SAN JUAN","037","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MULTI-RACE - ACRES OPERATED","TOTAL","NOT SPECIFIED","3","(H)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","SAN JUAN","037","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, WHITE - ACRES OPERATED","TOTAL","NOT SPECIFIED","276,379","14.4"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","SAN JUAN","037","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, LT 11 YEARS - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","SUMMIT","043","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE LE 35 - ACRES OPERATED","TOTAL","NOT SPECIFIED","5,967","59.2"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","SUMMIT","043","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, ASIAN - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","UTAH","49","EASTERN","60","SUMMIT","043","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","16,737","48.1"
